trial,objective,precision,recall,f1,fpr,approve_threshold,block_threshold,cap,fpr_le_target,precision_ge_target,policy_pass
114,0.30516798247247334,0.19861337683523655,0.3770809136662795,0.260184319487111,0.05516989660908689,0.21467967041253744,0.7345125147317805,0.3819119660046209,False,False,False
66,0.30464127933243357,0.19873171729569397,0.37611304684475416,0.2600548751923978,0.05498740076788635,0.3807784505363465,0.7361142426014035,0.17480066869661112,False,False,False
312,0.30331720121466166,0.20031217481789804,0.37262872628726285,0.2605576610720087,0.05394155921639093,0.24887332373628665,0.7376343473960026,0.3495538393348674,False,False,False
30,0.3031854260727528,0.2005213764337852,0.3722415795586527,0.2606397397668745,0.05381521594171364,0.41256857470843045,0.7377123361738138,0.3137509003772036,False,False,False
159,0.303036316120621,0.20045890696704213,0.37204800619434764,0.26053951470787584,0.05380819687089823,0.4290065637081111,0.738552580179911,0.13878135670238878,False,False,False
21,0.3024939074258477,0.20175160915901658,0.3701122725512969,0.2611486717202759,0.05309927071854228,0.3146370204496378,0.7401950746391941,0.21746847836354966,False,False,False
70,0.3024640473609477,0.20073336825563123,0.3708865660085172,0.26048535109781795,0.053548491250728227,0.3585586084916821,0.7393679740699666,0.4075649986246006,False,False,False
252,0.302301081858616,0.2008816120906801,0.3704994192799071,0.2605144957125357,0.05344320518849715,0.3502123441017574,0.7382206335359599,0.2806142782673533,False,False,False
51,0.30197479524045184,0.20214232686393044,0.3689508323654665,0.26118533744433026,0.05280446974429525,0.44834212460279455,0.7415036231784196,0.12076189495362485,False,False,False
158,0.30163626223492573,0.20169401799894124,0.36875725900116146,0.2607624392580932,0.05292379394815714,0.3942267637392076,0.7394853292676827,0.13874983387199386,False,False,False
308,0.30060161590927914,0.2032258064516129,0.36585365853658536,0.2613023641642472,0.05201131474215443,0.24579515090841908,0.7413651772075588,0.18287150990584294,False,False,False
205,0.30017998446661764,0.20358570039961119,0.36488579171506,0.2613518197573657,0.05175862819279984,0.23906030994016061,0.7437981808629763,0.30941478869032124,False,False,False
52,0.29973721304874723,0.2039045553145336,0.36391792489353464,0.26136521618239955,0.05151997978507605,0.21006343498498095,0.7433420560217526,0.3991824952316099,False,False,False
197,0.2994661273149496,0.20433503975601786,0.36314363143631434,0.2615180874050324,0.05127431230653686,0.36511528632761425,0.7437241139927241,0.29980051111752204,False,False,False
333,0.29903228054275505,0.2054327504673925,0.3615950445218738,0.26200995862262433,0.05071278664130442,0.39847067156379057,0.7457537863994157,0.3518083591516389,False,False,False
112,0.29875252088188087,0.20534829976890062,0.3612078977932636,0.261839612713113,0.050684710358042805,0.43687326126119624,0.7448612326341871,0.426778621948994,False,False,False
337,0.2980947942337616,0.2064975522919448,0.35927216415021296,0.2622580189345768,0.05006001305547172,0.35630369741266643,0.7467370344938474,0.3973902230346317,False,False,False
335,0.297943868671311,0.20643222791008234,0.35907859078590787,0.2621537591859808,0.05005299398465631,0.20901567735993137,0.7466554832559303,0.4142615977043173,False,False,False
319,0.29763091919975143,0.21232161503654717,0.35423925667828104,0.26550598476605003,0.04765247176578764,0.32699146086249053,0.7529842244645236,0.4311123155869786,False,False,False
